candidate,party,receipts,disbursements,ind_contributors
"RABINOWITZ, JEFFREY G",DEM,1733,1696,0
"RACKLEFF, ROBERT BRUCE",DEM,259178.7,257237.58,202449.04
"RACZKOWSKI, A. ROCKY",REP,241810,241910,131810
"RADEL, HENRY J. III",REP,5000,169812.67,0
"RADER, ELIZABETH ANNE",DEM,2250703.47,2244299.65,2067693.01
"RADER, LARRY",DEM,30119.1,30695.13,603.1
"RADICE, TIMOTHY MICHAEL",REP,0,0,0
"RADINOVICH, JOSEPH",DFL,2432206.52,2390502.73,1731689.63
"RAESE, JOHN REEVES",REP,0,0,0
"RAIKLIN, IVAN ERIC",REP,70716,69394.08,65439
"RAMIREZ-DEAN, RITA DR",DEM,369.01,4514.56,369.01
"RAMIREZ-ROSA, CARLOS MR.",DEM,22322.73,12675,22322.73
"RAMSEY, ANDREA",DEM,574664.4,497324.38,417630.06
"RAMSEY, GEORGE",DEM,71612.69,65040.17,50212.69
"RAMSLAND, RUSSELL JAMES JR.",REP,0,0,0
"RANGEL, CHARLES B",DEM,0,57400.9,0
"RANTZ, AUGUST J IV",REP,0,0,0
"RAO, SAIRA",DEM,565680.42,565851.59,380680.42
"RAPINI, DOMINIC",REP,198123.57,168307.75,122131
"RASKIN, JAMIE",DEM,1185775.77,872437.85,824912.03
"RATCLIFFE, JOHN L",REP,1072294.97,841902.61,454841.88
"RATHS, GREGORY G",REP,0,19487.02,0
"RATIGAN, DYLAN",DEM,198480.76,198480.76,189783.66
"RATTERREE, TROY",REP,52860,52860,3860
"RAYBOULD, JANE",DEM,2106074.58,2104607.23,1859140.17
"REDD, SHAWN",REP,0,0,0
"REDDICK, RACHEL",DEM,501766.01,501743.28,453644.92
"REED, DAVE",REP,131212,128199.81,107524
"REED, JAMES E",DEM,-112,2755.42,0
"REED, JOHN F",DEM,607862.03,603650.62,388148.53
"REED, KENNETH RAY",REP,0,0,0
"REED, THOMAS W",REP,3451733.62,3532949.79,1540785.19
"REED, WENDY",DEM,27394.25,28264.93,21882.34
"REEL, MATT",DEM,196825.78,192471.48,161050.78
"REES, GROVER JOSEPH",REP,454.23,4165,0
"REEVES, RALPH BERNARD III",REP,0,0,0
"REGALADO, RAQUEL",REP,21500,21500,21500
"REHBERG, DENNIS RAY",REP,9279,5500,0
"REICHARD, RICHARD",DEM,150,337.14,0
"REICHERT, DAVE",REP,479489.56,814341.3,122684.33
"REID, DERRICK MICHAEL",LIB,176.48,15165,176
"REID, HARRY",DEM,111555.88,255212.76,0
"REID, RONALD LYNN",DEM,7292.45,7292.45,3265
"REIGLE, HANS",REP,0,0,0
"REILLY, STEVEN M.",DEM,47342.66,47342.66,38126.56
"REIS, RHUE",REP,0,0,0
"REISER, BRANDON",LIB,11381,11380.24,11331
"REISS, JOHN EMANUEL",DEM,0,0,0
"REMMER, LISA",REP,22442.61,22442.61,11442.61
"RENACCI, JAMES B.",REP,12061786.51,12664106.42,1928213.96
"RENACCI, JAMES B.",REP,12061786.51,12664106.42,1928213.96
"RENISON, JOHN",REP,52810.18,52842.18,5745
"RENTERIA, AMANDA",DEM,0,21580.04,0
"RENZI, RICHARD G.",REP,0,0,0
"RESCHENTHALER, GUY MR.",REP,1090673.35,1072888.04,560442.77
"REYES-AGUIRRE, EVE",GRE,2368,1750,1368
"REYES, AUGUSTINE H",DEM,23552.73,20278.84,20427.73
"REYES, CARLOS JOSE JR.",REP,381353.09,380908.25,292864.61
"REYES, ELOISE GOMEZ",DEM,0,0,0
"REYNOLDS, BRIAN J.",UN,4357.44,3560.15,4357.44
"REYNOLDS, ROGER",REP,0,0,0
"REYNOLDS, STEVEN DOYLE",DEM,46420.72,39447.81,37212.85
"REYNOLDS, THOMAS M",REP,1115.4,126392.66,0
"RHEA, BILL",REP,107471.9,99827.22,15120
"RHODES, GARETH THOMAS",DEM,912351.92,909722.91,889289.36
"RIBBLE, REID J. REP.",REP,0.82,7859.93,0
"RICE, JONATHON MARK",REP,647,165,0
"RICE, KATHLEEN",DEM,1434531.95,1626663.42,765451.09
"RICE, RONALD C",DEM,0,1522.16,0
"RICE, TOM",REP,1566965.41,1134451.26,655287
"RICH, ARTHUR JASON",REP,0,0,0
"RICH, MICK",REP,968899.39,967618.35,638773.49
"RICH, ROY",DEM,0,0,0
"RICH, TIMOTHY A",DEM,73357.2,63257.24,73357.2
"RICHARDSON, CHARDO",DEM,47115.12,44150.12,43359.09
"RICHARDSON, DAVID",DEM,2412963.27,2404691.37,1839008.36
"RICHEY, STEVEN ALLEN",LIB,20000,135.89,0
"RICHMOND, CEDRIC L.",DEM,1567746.86,1460581.62,358169.39
"RIEGER, CHRIS",DEM,28536.85,28536.85,23536.85
"RIEGLE, DONALD W JR",DEM,0,17205,0
"RIENTS, DONALD",REP,1060.42,1232.87,210.42
"RIGELL, EDWARD SCOTT MR.",REP,8587.4,10721.5,0
"RIGGLEMAN, DENVER LEE MR. III",REP,1951976,1941098.64,1652727
"RILEY JR, JAMES N",REP,0,74,0
"RILEY, BRIAN",REP,0,0,0
"RIMENSNYDER, NELSON FREDERICK",REP,9370,8438.98,6670
"RING, LISA M.",DEM,224120.32,205896.38,212455.55
"RINGELSTEIN, ZACKARY (ZAK)",DEM,390114.5,386951.55,129458.3
"RISCH, JAMES E",REP,236079.17,229946.77,115980.01
"RISER, HARTWELL NEIL JR",REP,0,0,0
"RITTEREISER, JASON",DEM,1044900.4,1044386.84,1007098.65
"RIVERA, DAVID",REP,0,0,0
"RIVERA, ERNESTO J",REP,0,0,0
"RIVERS, DON L MR",DEM,67055,67230,39498
"RIVERS, DONOVAN LAMONT",DEM,67055,67230,39498
"ROBBINS, CRAIG",REP,0,0,0
"ROBERTI, DANIEL FRANCIS",DEM,5033.75,5050.15,0
"ROBERTS, IRA",REP,5773.07,5669.15,945
"ROBERTS, JAMES HENRY MR. SR.",DEM,0,5295,0
"ROBERTS, KEVIN",REP,1086643.11,1086643.11,602596.26
"ROBERTS, MARVIN KIRBY",REP,0,0,0
"ROBERTS, PAT",REP,522724.19,322367.03,94525
"ROBERTS, SHANNON",DEM,0,0,0
"ROBERTS, SHAWNA",DEM,23027.73,28070.47,20381.55
"ROBERTSON, ANNABELLE",DEM,51246.43,51874.11,51246.43
"ROBERTSON, TERRY",REP,6219.79,6274.19,5625
"ROBINSON JR, JACK BURTON",LIB,0,25108,0
"ROBINSON, ART DR.",REP,204914.49,168255.13,204914.49
"ROBINSON, JACK E",REP,0,0,0
"ROBINSON, MATTHEW ",DEM,0,0,0
"ROBSINSON, VERNON",REP,0,0,0
"ROBY, MARTHA",REP,2573681.12,2277448.83,799289.56
"RODKIN ROTERING, NANCY",DEM,214.02,360,0
"RODRIGUEZ-AGUILERA, BETTINA",REP,86042.82,87171.46,69131
"RODRIGUEZ, GEORGE",DEM,133793.68,133824.5,123229
"RODRIGUEZ, JOSE JAVIER",DEM,730743.08,547967.26,624702.52
"RODRIGUEZ, JUNIUS",DEM,78311.3,73405.89,72725.29
"RODRIGUEZ, SHAWNDRA",NPA,100,100,100
"ROE, DAVID PHILLIP DR.",REP,358884,605461.68,337159
"ROESLER, NICHOLAS",IND,0,0,0
"ROGERS, HAROLD DALLAS",REP,889011.65,981380.8,332324.01
"ROGERS, LAKESHA DONYEIL",IND,62176.11,61143.68,58002.43
"ROGERS, MICHAEL",REP,1350417.37,1348278.3,530372
"ROGERS, WENDY",REP,1423836.68,1427124.4,1302250
"ROHRABACHER, DANA",REP,2788146.84,2979978.21,2135135.15
"ROHRS, BRADLEY STEPHEN",REP,9995,7116.7,7695
"ROKITA, THEODORE EDWARD",REP,2924950.95,4177910.26,2341226.99
"ROKITA, THEODORE EDWARD",REP,2924950.95,4177910.26,2341226.99
"ROMANOFF, ANDREW",DEM,0,524.7,0
"ROMLEY, KEN",DEM,655818.16,655818.16,254488.68
"ROMNEY, MITT / PAUL D. RYAN",REP,443120.43,1919415.8,0
"ROMNEY, MITT WILLARD MR",REP,5552040.26,5294219.14,4309787.27
"RONAN, SAMUEL",REP,3852.49,5772.5,0
"ROONEY, BRIAN JOHN",REP,0,0,0
"ROONEY, FRANCIS",REP,1269159.67,927377,602829
"ROONEY, JACK EDWARD",IND,290,160,0
"ROONEY, TOM MR.",REP,263756.91,332502.1,44475.01
"ROSA, ANGEL",DEM,0,355.68,0
"ROSA, DAVID A",REP,0,0,0
"ROSE, E BRIAN",REP,25851.33,16486.39,19191.33
"ROSE, JOHN W.",REP,5241823.34,5212189.78,765115.88
"ROSE, MAX",DEM,4679140.33,4441148.2,3754933.27
"ROSEN GONZALEZ, KRISTEN",DEM,427448.57,403885.45,420703.65
"ROSEN, JACKY",DEM,26242152.35,26079221.37,22909611.89
"ROSEN, JACKY",DEM,26242152.35,26079221.37,22909611.89
"ROSENBERG, MIKHAIL OLIVER",DEM,0,44.52,0
"ROSENDALE, MATT",REP,5994022.92,5924058.32,4549340.98
"ROSENDALE, MATT",REP,5994022.92,5924058.32,4549340.98
"ROSENTHAL, PHILIP JEFFREY DR.",REP,0,5494.57,0
"ROSKAM, PETER",REP,7060804.52,7154396.95,3787714.25
"ROSS, DEBORAH K",DEM,154470.73,138359,24151
"ROSS, DENNIS ALAN",REP,786838.85,771177.14,198307.7
"ROSS, HEATHER MAURA",DEM,469154.21,469154.21,427620.97
"ROSSI, DINO",REP,4846553.35,4821393.1,4295948.74
"ROTHFUS, KEITH MR.",REP,3198312.68,3775394.78,1534270.93
"ROUCO, GEORGE",REP,0,37.5,0
"ROUDA, HARLEY E JR",DEM,8749389.97,8473725.72,5942200.51
"ROUNDS, MIKE",REP,853681.75,421289.29,334628
"ROUTLEDGE, ROOT",DEM,3238.05,2889.04,1214.35
"ROUZER, DAVID CHESTON",REP,1569866.26,1399071.35,651134.51
"ROWE, COURTNEY L MRS.",DEM,16287.32,16287.32,14495.72
"ROWE, MATTHEW",DEM,2,753,2
"ROY, CHIP",REP,1895147.95,1757842.15,1584679.51
"ROY, JOHN CHARLES",UN,0,0,0
"ROYBAL-ALLARD, LUCILLE",DEM,535190.84,567684.5,189240.47
"ROYCE, ED MR.",REP,2181650.58,2818197.95,1256985.74
"RUBEN, DAVID ALAN",DEM,15860,15860,0
"RUBIN, JOEL MARTIN",DEM,7804.87,15762.3,0
"RUBIO, MARCO",REP,339202.37,446832.1,1090
"RUBIO, MARCO",REP,2815214.2,2300293.11,1427896.56
"RUDBECK, THOMAS MR.",IND,267175,229173.87,243450
"RUGGLES, ROGER WILLIAM DR.",DEM,2028,2028,1221
"RUIZ, RAUL DR",DEM,3168050.84,2512376.46,1925955.93
"RUPPERSBERGER, C.A. DUTCH",DEM,1012732.99,971085.17,309821.4
"RUSH, BOBBY LEE",DEM,386313.12,320467.16,31313.12
"RUSK, TED",DEM,2738,2738,1580
"RUSSELL, DALE CHRISTOPHER",DEM,13567,17887,13447
"RUSSELL, JOHN",DEM,140127.85,138941.57,118377.85
"RUSSELL, KEN",DEM,773910.67,759973.14,746660.84
"RUSSELL, STEVEN DANE",REP,955959.49,891903.25,387937
"RUTAGWIBIRA, ALOYS",REP,320,472,0
"RUTHERFORD, JOHN",REP,871893.93,508163.72,464645
"RYAN, GREGORY",REP,23621.07,20910.52,16459.76
"RYAN, HEATHER A",DEM,505,182.71,505
"RYAN, PATRICK",DEM,1740412.54,1735458.97,1491412.39
"RYAN, PAUL D.",REP,12159686.71,15455162.87,1515942.46
"RYAN, TERENCE J",DEM,31169,31169,31119
"RYAN, TIMOTHY",DEM,1604522.93,1653509.9,876321.6
"RYERSE, ROBERT",REP,50302.95,42944.59,39302.95
"RYON, ANNA",DEM,5996.49,5996.49,5996.49
"RYWALSKI, ERIC",DEM,25113.88,25366.3,25113.88
"SAAD, FAYROUZ",DEM,769824.46,764190.15,730532.44
"SAAVEDRA, JAZMINA",REP,3095,3061,3095
"SABATO, ANTONIO",REP,350222.64,350222.64,301677.44
"SABLAN, GREGORIO KILILI CAMACHO",IND,114633.27,104014.45,51542.27
"SABRIN, MURRAY",LIB,43031,42178,40281
"SACCONE, RICK",REP,2040980.87,2011655.16,1335750.1
"SACCONE, RICK",REP,51207,73263,47617
"SACHS, NOGA",REP,6433.07,466.07,358.59
"SAGAN, GREGORY T. MR.",DEM,50328.79,46655.41,33132.37
"SAGLIANO, VITO ANTHONY MR.",REP,12342.35,12010.27,3094.75
"SAIZAN, ANDIE",DEM,17459.91,16572.12,10857.98
"SAJNA, CYRUS",REP,0,0,0
"SAJNA, CYRUS",DEM,0,0,0
"SALAS, ANDREW E BRIG GEN",REP,163951.56,163951.56,81551.56
"SALAZAR, MARIA ELVIRA",REP,2069164.06,2056401.32,1682147.84
"SALERNO, LILLIAN",DEM,698945.72,697064.42,662536.62
"SALI, WILLIAM T.",REP,0,0,0
"SALIM, AHMED",DEM,4261,3379.95,4161
"SALINAS, XAVIER MR.",REP,0,0,0
"SALMON, SCOTT",DEM,96501.4,58993.96,95501.4
"SAM, GERALDINE",REP,10000,8000,0
"SAMPLES, WILLIAM",IND,950,391,850
"SAN MIGUEL, EDNA",REP,13088.28,8034.43,11540
"SAN NICOLAS, MICHAEL F.Q. MR.",DEM,114530,93485.68,111030
"SANBORN, ANDY",REP,882961.37,882961.37,351003.19
"SANCHEZ, EMMANUEL",DEM,40151.02,42361.64,37370
"SANCHEZ, IVAN",DEM,64535.97,64535.97,59669
"SANCHEZ, JANA LYNNE MS",DEM,737861.14,718241.7,664368.97
"SANCHEZ, LINDA",DEM,1732077.29,1415533.77,381412.72
"SANCHEZ, LORETTA",DEM,17.5,18401.94,0
"SANCHEZ, LORETTA",DEM,7821,74954.92,0
"SANCHEZ, THOMAS CARL",DEM,0,0,0
"SAND, DUANE ",REP,3500,3500,0
"SANDERS, BERNARD",DEM,117244.98,828686.12,10
"SANDERS, BERNARD",IND,10760530.53,5454020.35,10550402.12
"SANDERS, CHARLES W",DEM,3589.38,3647.38,178.6
"SANDERS, JAMES JR",DEM,100,4400.73,100
"SANDERS, JUSTIN DAVID MR.",REP,4100,129.87,100
"SANDERS, LEVI",DEM,42117.04,27982.99,42017.04
"SANDMAN, RAY HENRY JOHN (SKIP)",IND,20291,21694,17239
"SANFORD, MARSHALL C. HON.",REP,919271,672119.97,654235.69
"SANGARI, SARGIS",REP,32169,35746.5,32139
"SANTA MARIA, BRIAN SANTA MR.",DEM,16812.2,16477.33,13812.2
"SANTANA, EDWIN JR",DEM,59367.35,58756.28,56697.72
"SANTARSIERO, STEVEN J",DEM,183.93,14917.95,0
"SANTOPIETRO, JUSTIN",DEM,26460.01,25351.14,24960.01
"SANTORUM, RICHARD J.",REP,74477.86,177911.26,2825
"SANTOS, MANNY",REP,76037.51,75953.33,67329.7
"SANYAL, ARUNAVA ""RON""",DEM,0,0,0
"SAPP, JUDSON",REP,272985,272752.14,46915
"SARBANES, JOHN P. MR.",DEM,933451.09,718481.86,913106.09
"SAREGA, ANDREW",REP,35835,35835,835
"SARGENT, WILLIAM KEDZIE ",REP,29508,29506,29373
"SARNOSKI, JASON",REP,75998.51,61558.99,72602.77
"SARVER, JENIFER",REP,213468.8,208073.06,200472.82
"SASSE, BENJAMIN E",REP,974995.29,592588.38,245195
"SAUBERMAN, JOSHUA A",IND,15311.21,17426.17,10111.21
"SAVARY, SUZANNE JOYCE",DEM,360,3025.72,360
"SAVOIE, TAMMY MARIE DR",DEM,266464.82,264952.69,245964.82
"SAWDY, STEVEN",REP,1000,395,0
"SAWYERS, RYAN",DEM,124450.12,124450.12,39262.77
"SAX, MIKE",DEM,39117.58,39053.58,103
"SAXTON, H. J",REP,0,9341.94,0
"SAYED, SHAMUS",REP,257329,258018.7,107329
"SBAIH, JESSE",DEM,2157538,2157480,105775
"SCALISE, STEVE MR",REP,13571267.08,12199006.28,9846125.18
"SCANLON, MARY GAY",DEM,1935937.32,1822024.16,1270119.83
"SCATURRO, FRANK MR.",REP,11890,11950.33,4015
"SCHAFFER, ROBERT W",REP,0,3494.4,0
"SCHAKOWSKY, JANICE D",DEM,1559268.75,1479814.88,1152907.05
"SCHAPIRA, DAVID",DEM,0,0,0
"SCHATZ, BRIAN",DEM,1023610.84,660349,625275.64
"SCHAUPP, CHARLES EUGENE",REP,38285.99,27158.94,10491
"SCHEINBERG, AARON",DEM,588749.56,526982.21,425730.25
"SCHIFF, ADAM",DEM,6268995.25,3660828.23,4951478.96
"SCHILLER, JILL",DEM,606159.38,585262.38,531068.37
"SCHILLER, NICHOLAS ADAM",DEM,11401.69,10377.09,3725.38
"SCHMETT, KIM",REP,0,0,0
"SCHMID, CLAUDE MR.",REP,43084.98,45452.72,11384.98
"SCHMIDT, JESSE",NPA,20546.02,20546.02,1010
"SCHMITT, MICHAEL D",REP,8060.54,7861.13,7060.54
"SCHNEIDER, BRADLEY SCOTT",DEM,4568446.12,3423485.51,3357417.11
"SCHNEIDER, JAN",DEM,81860.22,43637.14,16423.34
"SCHNEIDER, JOSEPH",REP,263794.8,263794.8,220861.3
"SCHNEIDER, MAC SCHNEIDER",DEM,761526.66,761526.66,635380.72
"SCHOCK, AARON JON MR.",REP,534.74,273948.03,0
"SCHOLTEN, JAMES D.",DEM,3309882.21,3240682.22,3045812.62
"SCHOOLCRAFT, JAMIE DANIEL",DEM,56578.06,56973.21,39903.52
"SCHOOLEY, TRAVIS",REP,23704,23320,17943
"SCHOONOVER, JOSHUA",REP,12322.56,12322.56,7075
"SCHRADER, KURT",DEM,2080538.46,862328.91,604233.7
"SCHRIER, KIM DR.",DEM,8144753.17,8075093.38,7018782.78
"SCHRINER, JOSEPH CHARLES",UNK,2575,2770,1500
"SCHUMER, CHARLES E",DEM,991181.19,2203283.58,472850.5
"SCHURING, KIRK",REP,0,15.04,0
"SCHWARTZ, DEREK A.",REP,86993.65,86993.65,30430
"SCHWARTZ, GAIL SHERIDAN MS.",DEM,466,20224.3,0
"SCHWARTZ, LEONARD",LIB,58604,58603.47,2970
"SCHWARTZBERG , STEVE J",DEM,19731.57,19925.46,14700
"SCHWEIKERT, DAVID",REP,1789742.69,1773912.37,470426.25
"SCOLAVINO, RUBEN M",DEM,0,0,0
"SCOTT, DAVID ALBERT",DEM,1101294.88,1082428.34,65584.32
"SCOTT, ELIZABETH",REP,0.12,10337.75,0
"SCOTT, GEORGE",DEM,2219555.91,2201795.35,1913882.86
"SCOTT, JAMES AUSTIN",REP,819909.01,674270.38,201228.5
"SCOTT, JOSHUA",REP,6274,5445.19,6174
"SCOTT, OMERIA LANE",DEM,20000,15808,0
"SCOTT, RICK GOV",REP,85231716.47,83771112.48,18341671.21
"SCOTT, ROBERT C MR",DEM,653415.07,615208.35,189915.49
"SCOTT, TIMOTHY E",REP,1567100.01,1542111.97,897383.2
"SCOTT, ZACH",DEM,58967.62,56654.17,55867.62
"SCROGGIE, JEREMY",IND,0,642.99,0
"SCURRY-SMITH, GLOREATHA (GLO)",REP,106.18,578.4,0
"SEAMAN, VICTORIA",REP,222464.86,210307.03,171436.78
"SEAMANS, JOAN ELIZABETH",DEM,63566,62755.04,13316
"SEARCY, SAM",DEM,581890.13,581890.13,101088.47
"SEAY, BOB",DEM,250,1359.24,0
"SEDILLO LOPEZ, ANTOINETTE",DEM,1067042.16,1067042.16,786251.93
"SEEBERGER, RICK",REC,50106.01,49210.07,30096.79
"SEGAL, JEROME",DEM,1695401,1695400.98,14307
"SEIDMAN, BARBARA A",DEM,61668,56163,2454
"SELLERS, LEAH MS.",DEM,11905,11905,1954
"SELMONT, GEORGE AUSTIN",DEM,114912.25,114302.73,68570.93
"SENSENBRENNER, F. JAMES JR.",REP,355123.86,482430.83,167039.39
"SERGENT, TALLEY",DEM,705197.45,683790.4,587066.78
"SERRANO, GERARDO",REP,29980,9286,2280
"SERRANO, JOSE E.",DEM,261011.19,238235.31,68428.94
"SERYAK, KIT",REP,22535,22535,12135
"SESSIONS, JEFFERSON B",REP,40339,135240,0
"SESSIONS, PETE MR.",REP,5098437.38,5225907.24,2816772.33
"SESSIONS, RANE EIR OLIVIA",DEM,5753.2,6298.27,3655
"SESTAK, JOSEPH A JR",DEM,127,19213.51,0
"SEVIGNY, STEPHEN MD",DEM,885320.25,885320.25,289512.53
"SEWELL, TERRI A.",DEM,1785098.9,1178352.28,329727.92
"SHABAN, JOHN T",REP,0,657.38,0
"SHAH, SAPAN M.D. J.D.",REP,778590.45,778590.45,472128
"SHAHEEN, JEANNE",DEM,981860.91,704750.67,662119.05
"SHALALA, DONNA",DEM,4477267.6,4414481.03,2988643.76
"SHAMEL, HAYDEN CATHERINE",DEM,157247.12,155049.94,131411.62
"SHAPIRO, M. DAVID",DEM,2618549.15,2616315.52,2166313.96
"SHARPTON, REV ALFRED C",DEM,0,0,0
"SHAYANI, PAYAM MARK MR.",IND,112921.12,112921.12,0
"SHAYS, CHRISTOPHER",REP,18226,11200,0
"SHEA-PORTER, CAROL",DEM,273533.3,211259.73,159184.08
"SHEDD, TIFFANY",REP,598230.31,594796.85,288411.69
"SHEEHAN, MOLLY",DEM,238060.53,238060.53,67483.13
"SHEETS, KENNETH",REP,196075,196075,181825
"SHEIN, DIMITRI",DEM,209916.04,209574.16,58188.98
"SHELBY, RICHARD C",REP,103180.39,253235.66,0
"SHELDON, STEPHEN MARC",DEM,0,0,0
"SHELTON, JASON",DEM,75313,72187,60165
"SHEPHERD, DOUG",REP,18543.85,18624.8,2199.85
"SHEPHERD, RICK",DEM,37136.46,26852.37,6736.46
"SHERIDAN, TIMOTHY J",DEM,1955.9,2168.25,0
"SHERMAN, BRAD",DEM,1395491.8,549092.26,765622.88
"SHERMAN, HOWARD",DEM,1207911,1207909.33,267411
"SHERMAN, JAYESUN ISRAEL MR.",REP,5375,342.15,5375
"SHERRILL, REBECCA MICHELLE",DEM,8610281.63,8168084.08,6673024.41
"SHERRY, BARBARA LOUISE",DEM,7318.02,2138.35,1994.39
"SHERZAN, MICHAEL THOMAS",DEM,60712.29,60712.29,24166.99
"SHEWBERT, DUSTIN RYAN MR SR",DEM,0,0,0
"SHIMKUS, JOHN M",REP,1974774.66,1810325.6,220449
"SHIPLEY, SHERYL",DEM,8958.28,7484.28,8958.28
"SHIPP, BRETT R.",DEM,127727.18,127727.18,113561.21
"SHKRELI, SUZANNA",DEM,149.95,8560.48,0
"SHOBLOM, SCOTT",IND,0,0,0
"SHOCKLEE, LEVII",DEM,8736,9666,954
"SHOEMAKER, ED",REP,21952,21952,21952
"SHORES, DANIEL L",REP,0,0,0
"SHORT, BRYON HALL",DEM,0,24406.08,0
"SHORT, GRANT",DEM,1837.65,4109.26,1802.65
"SHREFFLER, DOUG",DEM,0,4500,0
"SHUDOFSKY, ARYEH",REP,0,40,0
"SHURTLEFF, MARK",REP,0,0,0
"SHUSTER, WILLIAM MR.",REP,1404724.48,973719.33,509145
"SHUTTLEWORTH, BRUCE BOWEN",DEM,0,0,0
"SIDDIQUI, OMAR A.",DEM,1178676.74,1178676.74,186827.47
"SIDIE, JAY",DEM,107632.33,117503.51,46401.02
"SIEGEL, MICHAEL",DEM,489172.45,485681.52,441419.23
"SILIFIES, TIM",LIB,49574,49574,15599
"SILVERSTEIN, MATTHEW BENJAMIN",DEM,0,0,0
"SIMITIAN, S JOSEPH",DEM,18229.94,6618.39,16160.27
"SIMMONS, JUSTIN JAY",REP,63266.42,63266.42,58805.61
"SIMON, NEAL",IND,2110223.69,2110122.33,871929.57
"SIMPSON, GLENN SCOTT ALLISTAIR MR.",DEM,0,0,0
"SIMPSON, MICHAEL",REP,1107700.95,993766.72,354350.95
"SIMPSON, STEPHEN K MR.",REP,500,500,500
"SINEMA, KYRSTEN",DEM,22643275.25,24735382.98,18692195.36
"SINEMA, KYRSTEN",DEM,22643275.25,24735382.98,18692195.36
"SINGER, ALEX CHANNING",DEM,0,0,0
"SINGER, JAMES COURAGE",DEM,28342.72,33609.35,28342.72
"SINGER, JAMES COURAGE",DEM,8773,4507,8773
"SINGH, HIRSH",REP,165993.74,165993.74,71805
"SINGLETARY, WILLIE FLOYD",DEM,3556,3556,1911
"SINGLETON, PHILIP JERALD",REP,20752.84,17068.47,13801
"SIRES, ALBIO",DEM,460108.57,596546.56,163170.38
"SISTEK, LEONARD ALBERT MR. JR.",DEM,12370.08,8295.38,270
"SKELTON, SHANE JOHN",REP,61357.6,61357.6,56170
"SLATE, ADAM",DEM,15832.85,15832.85,15831.16
"SLAUGHTER, LOUISE",DEM,608274.45,550597.52,271648.26
"SLAVENS, JOHN CALVIN",REP,0,0,0
"SLOAN, MARK STEPHEN MR",REP,2318,2317,835
"SLOTIN, RONALD DAVID",DEM,81279.8,90256.15,44279.8
"SLOTKIN, ELISSA",DEM,7467572.93,7448338.28,5647740.54
"SLOTNICK, NANCY DAILEY",IND,22384,22188.88,884
"SMALLING, DAVID",REP,46669,46370.89,341
"SMART, ANDREW THOMAS",REP,0,0,0
"SMIGIEL, SR., MICHAEL D. MR.",REP,0,0,0
"SMINK, CARL ROBERT",REP,0,0,0
"SMITH , JOHN (BIG JOHN)",REP,0,100,0
"SMITH, ADRIAN",REP,1223355.85,1612145.02,244884.79
"SMITH, AJA",REP,43984.88,43652.16,41964.88
"SMITH, ANDE",REP,0,28880.28,0
"SMITH, CARLTON ELLIOTT",DEM,57901.57,44150.08,32901.57
"SMITH, CHRISTINA",REP,5137,5112,25
"SMITH, CHRISTOPHER E.",DEM,141105.86,141105.86,110199.81
"SMITH, CHRISTOPHER H",REP,1320632.79,1550010.36,911881.23
"SMITH, D. ADAM",DEM,1415993.97,1623912.68,600366.42
"SMITH, DARIN DALE",REP,0,1148.29,0
"SMITH, DOUGLAS MARK MR. JR.",IND,0,3873.6,0
"SMITH, JASON T",REP,1980991.85,1364407.97,435840
"SMITH, JOHN ARTHUR",DEM,300,6000,300
"SMITH, KASANDRA LEE",DEM,8450.17,5924.61,3450.17
"SMITH, LAMAR",REP,660775.46,680605.15,377068.45
"SMITH, PRINCELLA D",REP,0,0,0
"SMITH, ROBERT EUGENE",REP,765,781,0
"SMITH, SARAH",DEM,125640.76,112638.34,125370.37
"SMITH, SCOTT A",NNE,275,257,0
"SMITH, SHARMIN LYNN",DEM,14589,14589,0
"SMITH, STEVE",REP,438887.91,438701.54,408387.91
"SMITH, TINA",DEM,9221473.92,8787690.79,7313957.35
"SMITH, TOBY",DEM,15550,12542.35,14414
"SMUCKER, LLOYD K.",REP,1868454.86,1892315.52,494510.2
"SMYTH, ANDREW EDWARD",REP,100,100,0
"SMYTH, HERBERT EZEKIEL ZEKE",DEM,1561.75,1561.75,0
"SNEATHERN, ANDREW",DEM,282193.79,286510.45,225739.69
"SNIDER, JUSTIN WAYNE",DEM,12852.17,13666.29,11357.87
"SNOVER, TERRA EVA",IND,428,337.81,428
"SNOW, MISTY K",DEM,7726.74,7685.28,4647.67
"SNOW, MISTY K",DEM,0.36,3489,0
"SNYDER, JAMES E JR",REP,0,0,0
"SNYDER, MICHAEL",REP,142729.36,140820.98,136587.36
"SNYDER, STACY RIES",REP,21.3,2402.74,21.3
"SOAVE, ANTONIO",REP,41050,15998.3,41050
"SODERBERG, NANCY",DEM,3242549.28,3222462.35,2896622.67
"SOLA, LOUIS ERNEST",REP,99000,99000,0
"SOLDATI, LINCOLN T.",DEM,187621.12,180550.2,162271.12
"SOLEN, RYAN ASHER",DEM,350.45,7209.51,0
"SOLIS, HILDA",DEM,0,23000,0
"SOLOMON, ROBERT",DEM,285769.74,275009.8,33766.85
"SONNEK-SCHMELZ, BRENT J",REP,368.95,160.11,0
"SOOD, AJAY",IND,6329,6120,0
"SORENSEN, SOREN CHRISTIAN MR.",DFL,610,535.77,360
"SOSA, GINA MS.",REP,11462.66,11772.81,11462.66
"SOSSA-PAQUETTE, JEFFREY ALLEN MR",REP,37605.18,37605.18,14034.68
